claim_id,policy_id,product_type,loss_date,peril,status,reserve,paid,report_date,close_date,severity_band
CL-0000094,P-000380,auto,2024-09-07,collision,closed,0.0,2732.23,2024-09-07,2024-09-19,high
CL-0000095,P-000381,auto,2025-04-28,collision,closed,0.0,1030.67,2025-04-28,2025-05-05,medium
CL-0000096,P-000383,auto,2024-12-21,collision,closed,0.0,1954.98,2024-12-21,2025-01-17,low
CL-0000097,P-000384,auto,2024-11-12,collision,denied,0.0,0.0,2024-11-12,2024-11-27,low
CL-0000098,P-000385,auto,2025-08-25,collision,open,3761.01,7371.76,2025-08-25,,high
CL-0000099,P-000385,auto,2025-08-23,collision,open,482.37,690.9,2025-08-23,,medium
CL-0000100,P-000385,auto,2025-11-05,collision,closed,0.0,1827.38,2025-11-05,2025-11-29,medium
CL-0000101,P-000391,commercial_property,2025-11-14,fire,closed,0.0,11718.95,2025-11-14,2025-12-09,low
CL-0000102,P-000397,commercial_property,2024-07-22,water_damage,closed,0.0,3142.84,2024-07-22,2024-07-30,medium
CL-0000103,P-000405,auto,2025-06-02,collision,closed,0.0,2748.86,2025-06-02,2025-06-17,high
CL-0000104,P-000407,homeowners,2025-05-27,fire,closed,0.0,22653.87,2025-05-27,2025-06-11,medium
CL-0000105,P-000408,auto,2024-09-17,collision,closed,0.0,1757.58,2024-09-17,2024-10-04,medium
CL-0000106,P-000409,homeowners,2024-01-04,hail,closed,0.0,8744.07,2024-01-04,2024-01-24,low
CL-0000107,P-000409,homeowners,2025-12-12,fire,closed,0.0,1207.37,2025-12-12,2025-12-19,low
CL-0000108,P-000417,auto,2024-04-02,collision,closed,0.0,1235.62,2024-04-02,2024-04-11,high
CL-0000109,P-000420,auto,2025-12-28,theft,closed,0.0,262.37,2025-12-28,2026-01-23,medium
CL-0000110,P-000422,auto,2024-06-02,comprehensive,closed,0.0,1179.62,2024-06-02,2024-06-12,low
CL-0000111,P-000426,auto,2024-12-03,collision,closed,0.0,1377.24,2024-12-03,2024-12-17,medium
CL-0000112,P-000427,homeowners,2024-02-10,theft,open,162.12,384.69,2024-02-10,,low
CL-0000113,P-000434,homeowners,2024-08-11,water_damage,closed,0.0,1968.75,2024-08-11,2024-08-24,high
CL-0000114,P-000438,auto,2024-04-03,collision,closed,0.0,264.49,2024-04-03,2024-04-14,medium
CL-0000115,P-000438,auto,2024-03-23,collision,closed,0.0,3474.34,2024-03-23,2024-04-06,high
CL-0000116,P-000440,auto,2025-08-15,collision,open,272.96,729.1,2025-08-15,,medium
CL-0000117,P-000446,homeowners,2024-06-20,water_damage,open,811.76,2646.71,2024-06-20,,low
CL-0000118,P-000446,homeowners,2024-09-27,fire,closed,0.0,22046.67,2024-09-27,2024-10-01,medium
CL-0000119,P-000450,auto,2024-02-23,collision,denied,0.0,0.0,2024-02-23,2024-02-28,medium
CL-0000120,P-000450,auto,2024-11-06,collision,denied,0.0,0.0,2024-11-06,2024-11-16,low
CL-0000121,P-000452,auto,2024-07-07,collision,closed,0.0,1805.47,2024-07-07,2024-07-28,medium
CL-0000122,P-000458,homeowners,2024-01-18,water_damage,closed,0.0,2013.54,2024-01-18,2024-01-27,low
CL-0000123,P-000463,homeowners,2025-09-03,fire,open,2932.23,8142.15,2025-09-03,,medium
CL-0000124,P-000470,auto,2024-02-16,collision,closed,0.0,2577.64,2024-02-16,2024-02-22,medium
CL-0000125,P-000480,auto,2024-06-21,collision,closed,0.0,1059.47,2024-06-21,2024-07-11,low
CL-0000126,P-000482,auto,2025-03-01,theft,closed,0.0,387.88,2025-03-01,2025-03-04,low
CL-0000127,P-000484,auto,2025-09-01,collision,closed,0.0,861.43,2025-09-01,2025-09-19,medium
CL-0000128,P-000486,homeowners,2025-07-05,hail,closed,0.0,4239.52,2025-07-05,2025-07-11,high
CL-0000129,P-000489,auto,2025-07-03,collision,closed,0.0,614.42,2025-07-03,2025-07-17,medium
CL-0000130,P-000489,auto,2025-10-14,comprehensive,open,2370.87,3350.15,2025-10-14,,high
CL-0000131,P-000492,homeowners,2025-06-24,water_damage,closed,0.0,2278.57,2025-06-24,2025-07-07,high
CL-0000132,P-000495,auto,2024-12-28,collision,closed,0.0,1955.61,2024-12-28,2025-01-13,low
CL-0000133,P-000495,auto,2024-09-27,comprehensive,closed,0.0,4199.21,2024-09-27,2024-10-11,low
CL-0000134,P-000497,auto,2025-04-14,collision,closed,0.0,7361.52,2025-04-14,2025-05-03,low
CL-0000135,P-000497,auto,2025-07-14,collision,open,129.42,422.04,2025-07-14,,medium
CL-0000136,P-000497,auto,2025-04-27,collision,closed,0.0,1659.15,2025-04-27,2025-05-15,low
CL-0000137,P-000498,commercial_property,2024-05-18,water_damage,closed,0.0,1752.07,2024-05-18,2024-06-15,high
CL-0000138,P-000501,auto,2024-11-02,comprehensive,closed,0.0,5395.41,2024-11-02,2024-11-16,high
CL-0000139,P-000502,auto,2025-11-18,collision,closed,0.0,3497.4,2025-11-18,2025-12-06,high
CL-0000140,P-000506,homeowners,2025-06-28,hail,closed,0.0,4747.36,2025-06-28,2025-07-03,low
CL-0000141,P-000511,homeowners,2025-09-17,hail,closed,0.0,2906.93,2025-09-17,2025-09-19,medium
CL-0000142,P-000514,auto,2025-11-22,collision,closed,0.0,1618.58,2025-11-22,2025-12-07,medium
CL-0000143,P-000516,renters,2025-02-28,water_damage,closed,0.0,2430.58,2025-02-28,2025-03-03,medium
CL-0000144,P-000517,homeowners,2025-12-28,theft,open,831.1,1390.86,2025-12-28,,low
CL-0000145,P-000528,homeowners,2025-08-26,hail,closed,0.0,3266.28,2025-08-26,2025-08-28,medium
CL-0000146,P-000530,homeowners,2025-12-14,water_damage,closed,0.0,2124.37,2025-12-14,2025-12-19,high
CL-0000147,P-000532,auto,2025-05-14,collision,closed,0.0,3082.92,2025-05-14,2025-05-29,low
CL-0000148,P-000536,auto,2025-02-14,collision,open,1139.26,3582.89,2025-02-14,,low
CL-0000149,P-000546,auto,2024-10-28,comprehensive,open,2043.28,3420.64,2024-10-28,,low
CL-0000150,P-000546,auto,2025-02-12,comprehensive,denied,0.0,0.0,2025-02-12,2025-02-13,low
CL-0000151,P-000551,auto,2025-05-25,collision,closed,0.0,1868.26,2025-05-25,2025-06-06,medium
CL-0000152,P-000563,homeowners,2025-01-12,hail,closed,0.0,5925.29,2025-01-12,2025-01-27,medium
CL-0000153,P-000567,auto,2024-02-17,theft,denied,0.0,0.0,2024-02-17,2024-02-23,low
CL-0000154,P-000570,auto,2024-09-20,collision,closed,0.0,1548.29,2024-09-20,2024-09-24,low
CL-0000155,P-000577,homeowners,2025-02-27,fire,closed,0.0,9089.03,2025-02-27,2025-03-09,low
CL-0000156,P-000580,homeowners,2024-10-20,theft,closed,0.0,1128.16,2024-10-20,2024-11-03,low
CL-0000157,P-000589,auto,2026-12-19,collision,closed,0.0,495.85,2026-12-19,2027-01-23,low
CL-0000158,P-000593,renters,2025-11-01,water_damage,closed,0.0,7238.69,2025-11-01,2025-11-08,low
CL-0000159,P-000596,auto,2025-10-19,collision,closed,0.0,785.11,2025-10-19,2025-10-23,medium
CL-0000160,P-000601,homeowners,2024-02-07,hail,closed,0.0,6405.54,2024-02-07,2024-03-03,low
CL-0000161,P-000602,auto,2025-06-15,collision,open,83.81,251.56,2025-06-15,,medium
CL-0000162,P-000605,renters,2025-10-17,water_damage,closed,0.0,659.7,2025-10-17,2025-11-08,low
CL-0000163,P-000610,auto,2024-10-08,collision,closed,0.0,2565.65,2024-10-08,2024-11-06,medium
CL-0000164,P-000613,auto,2025-04-16,collision,closed,0.0,1249.91,2025-04-16,2025-04-29,low
CL-0000165,P-000614,auto,2025-12-16,collision,denied,0.0,0.0,2025-12-16,2025-12-29,low
CL-0000166,P-000619,homeowners,2024-06-13,water_damage,closed,0.0,1210.26,2024-06-13,2024-06-16,low
CL-0000167,P-000629,auto,2024-03-28,collision,closed,0.0,522.54,2024-03-28,2024-04-06,high
CL-0000168,P-000632,homeowners,2025-04-23,water_damage,closed,0.0,1099.41,2025-04-23,2025-05-22,high
CL-0000169,P-000641,homeowners,2025-03-11,fire,closed,0.0,3354.85,2025-03-11,2025-03-22,high
CL-0000170,P-000651,homeowners,2025-02-26,fire,closed,0.0,14117.18,2025-02-26,2025-03-07,medium
CL-0000171,P-000653,auto,2025-09-14,collision,closed,0.0,634.98,2025-09-14,2025-10-11,low
CL-0000172,P-000653,auto,2025-10-28,comprehensive,closed,0.0,2632.4,2025-10-28,2025-11-02,medium
CL-0000173,P-000657,auto,2025-10-09,collision,closed,0.0,710.73,2025-10-09,2025-10-13,medium
CL-0000174,P-000659,renters,2024-02-21,water_damage,closed,0.0,7578.08,2024-02-21,2024-03-30,high
CL-0000175,P-000668,homeowners,2025-08-20,fire,open,3160.91,13784.84,2025-08-20,,high
CL-0000176,P-000674,renters,2025-07-28,theft,closed,0.0,1524.5,2025-07-28,2025-08-14,high
CL-0000177,P-000680,commercial_property,2024-10-13,water_damage,closed,0.0,1987.28,2024-10-13,2024-10-27,low
CL-0000178,P-000686,auto,2024-10-02,comprehensive,closed,0.0,4469.62,2024-10-02,2024-10-07,low
CL-0000179,P-000687,auto,2025-07-25,comprehensive,closed,0.0,2268.95,2025-07-25,2025-07-31,medium
CL-0000180,P-000687,auto,2024-02-28,collision,closed,0.0,349.86,2024-02-28,2024-03-01,high
CL-0000181,P-000691,auto,2025-06-19,comprehensive,open,1429.4,2718.08,2025-06-19,,high
CL-0000182,P-000700,renters,2024-07-15,theft,closed,0.0,922.73,2024-07-15,2024-07-18,high
CL-0000183,P-000701,renters,2025-08-08,water_damage,open,188.3,644.35,2025-08-08,,high
CL-0000184,P-000703,auto,2025-05-28,collision,open,2008.57,2616.06,2025-05-28,,high
CL-0000185,P-000705,auto,2024-11-15,collision,closed,0.0,3039.26,2024-11-15,2024-12-06,low
CL-0000186,P-000708,auto,2025-12-22,collision,closed,0.0,1411.14,2025-12-22,2025-12-28,medium
CL-0000187,P-000712,commercial_property,2025-09-12,water_damage,closed,0.0,3716.86,2025-09-12,2025-10-01,low
CL-0000188,P-000719,auto,2025-11-04,collision,closed,0.0,5063.62,2025-11-04,2025-11-23,low
CL-0000189,P-000722,commercial_property,2025-05-13,fire,closed,0.0,12004.93,2025-05-13,2025-06-01,high
CL-0000190,P-000724,auto,2024-11-25,collision,closed,0.0,4096.46,2024-11-25,2024-11-29,medium
CL-0000191,P-000725,auto,2026-10-06,collision,closed,0.0,3175.85,2026-10-06,2026-10-27,high
CL-0000192,P-000726,auto,2025-08-22,comprehensive,closed,0.0,3197.24,2025-08-22,2025-09-12,low
CL-0000193,P-000729,homeowners,2025-03-21,water_damage,closed,0.0,1640.21,2025-03-21,2025-04-10,medium
CL-0000194,P-000732,auto,2024-01-13,collision,closed,0.0,719.04,2024-01-13,2024-01-20,medium
CL-0000195,P-000746,homeowners,2025-05-28,theft,open,2574.54,7435.14,2025-05-28,,low
CL-0000196,P-000756,renters,2024-05-18,water_damage,closed,0.0,3091.08,2024-05-18,2024-05-28,low
CL-0000197,P-000763,auto,2024-09-28,comprehensive,open,350.93,460.86,2024-09-28,,low
CL-0000198,P-000763,auto,2025-01-02,collision,open,661.23,1518.83,2025-01-02,,medium
CL-0000199,P-000765,homeowners,2025-05-19,hail,closed,0.0,3851.3,2025-05-19,2025-05-25,high
CL-0000200,P-000772,auto,2024-08-17,collision,closed,0.0,783.03,2024-08-17,2024-08-22,medium
CL-0000201,P-000774,auto,2024-04-21,comprehensive,closed,0.0,622.74,2024-04-21,2024-05-02,medium
CL-0000202,P-000775,auto,2024-12-05,collision,open,716.8,1040.74,2024-12-05,,low
CL-0000203,P-000776,auto,2024-05-27,comprehensive,open,635.28,2189.34,2024-05-27,,medium
CL-0000204,P-000778,homeowners,2025-09-10,water_damage,open,1297.31,2646.05,2025-09-10,,low
CL-0000205,P-000779,homeowners,2025-09-19,water_damage,closed,0.0,3681.23,2025-09-19,2025-09-30,medium
CL-0000206,P-000782,auto,2024-07-09,collision,open,670.04,1006.82,2024-07-09,,medium
CL-0000207,P-000782,auto,2025-10-01,collision,denied,0.0,0.0,2025-10-01,2025-10-31,low
CL-0000208,P-000786,auto,2024-04-05,theft,closed,0.0,2685.68,2024-04-05,2024-05-05,medium
CL-0000209,P-000786,auto,2025-10-12,comprehensive,closed,0.0,699.54,2025-10-12,2025-11-15,low
CL-0000210,P-000795,commercial_property,2025-01-25,theft,closed,0.0,1890.79,2025-01-25,2025-02-09,high
CL-0000211,P-000797,homeowners,2025-04-03,fire,closed,0.0,5791.3,2025-04-03,2025-04-20,medium
CL-0000212,P-000802,homeowners,2025-05-10,hail,closed,0.0,2353.81,2025-05-10,2025-05-17,high
CL-0000213,P-000803,auto,2024-06-02,collision,closed,0.0,1659.51,2024-06-02,2024-06-18,cat
CL-0000214,P-000803,auto,2025-08-05,collision,closed,0.0,5911.59,2025-08-05,2025-08-23,medium
CL-0000215,P-000805,homeowners,2024-04-25,hail,open,1743.12,2331.79,2024-04-25,,high
CL-0000216,P-000808,auto,2024-09-10,collision,closed,0.0,2275.9,2024-09-10,2024-09-14,medium
CL-0000217,P-000812,auto,2024-07-02,collision,closed,0.0,2607.42,2024-07-02,2024-07-12,medium
CL-0000218,P-000812,auto,2025-11-27,collision,closed,0.0,2571.39,2025-11-27,2025-12-12,low
CL-0000219,P-000821,commercial_property,2025-10-18,water_damage,closed,0.0,1620.92,2025-10-18,2025-10-28,cat
CL-0000220,P-000823,auto,2025-02-06,comprehensive,closed,0.0,4299.73,2025-02-06,2025-02-13,low
CL-0000221,P-000825,auto,2024-10-28,collision,closed,0.0,1650.55,2024-10-28,2024-11-02,medium
CL-0000222,P-000839,homeowners,2024-09-09,hail,open,1174.29,3788.5,2024-09-09,,low
CL-0000223,P-000842,auto,2024-09-22,comprehensive,open,788.86,2238.37,2024-09-22,,low
CL-0000224,P-000843,auto,2025-05-18,collision,closed,0.0,3714.85,2025-05-18,2025-05-28,low
CL-0000225,P-000844,commercial_property,2025-05-16,water_damage,closed,0.0,2014.01,2025-05-16,2025-06-04,high
CL-0000226,P-000845,homeowners,2024-08-20,hail,open,8907.42,12116.17,2024-08-20,,low
CL-0000227,P-000850,auto,2024-10-05,theft,closed,0.0,1412.14,2024-10-05,2024-10-08,low
CL-0000228,P-000861,auto,2024-09-04,collision,denied,0.0,0.0,2024-09-04,2024-09-07,medium
CL-0000229,P-000868,auto,2024-11-21,collision,open,239.58,832.99,2024-11-21,,low
CL-0000230,P-000868,auto,2024-09-15,collision,closed,0.0,1272.46,2024-09-15,2024-09-22,low
CL-0000231,P-000871,auto,2025-06-28,comprehensive,closed,0.0,2539.29,2025-06-28,2025-07-05,medium
CL-0000232,P-000876,renters,2024-09-28,theft,open,1608.37,2764.01,2024-09-28,,low
CL-0000233,P-000878,homeowners,2025-04-09,hail,denied,0.0,0.0,2025-04-09,2025-04-22,medium
CL-0000234,P-000878,homeowners,2024-05-05,hail,closed,0.0,5218.3,2024-05-05,2024-05-11,low
CL-0000235,P-000880,auto,2024-05-10,comprehensive,closed,0.0,2957.28,2024-05-10,2024-06-16,medium
CL-0000236,P-000882,auto,2025-02-12,collision,closed,0.0,397.68,2025-02-12,2025-02-21,low
CL-0000237,P-000885,auto,2024-06-18,theft,open,677.63,1210.36,2024-06-18,,low
CL-0000238,P-000894,auto,2025-02-20,collision,closed,0.0,685.89,2025-02-20,2025-03-12,low
CL-0000239,P-000895,auto,2024-05-03,collision,closed,0.0,506.09,2024-05-03,2024-05-08,low
CL-0000240,P-000901,auto,2025-08-18,theft,closed,0.0,482.69,2025-08-18,2025-09-08,medium
CL-0000241,P-000904,homeowners,2025-01-04,hail,closed,0.0,2166.73,2025-01-04,2025-01-11,low
CL-0000242,P-000905,auto,2024-08-08,theft,denied,0.0,0.0,2024-08-08,2024-08-23,low
CL-0000243,P-000908,auto,2024-12-21,collision,open,690.54,865.16,2024-12-21,,low
CL-0000244,P-000916,homeowners,2025-10-23,water_damage,closed,0.0,4896.64,2025-10-23,2025-11-01,medium
CL-0000245,P-000926,auto,2024-04-21,collision,closed,0.0,1231.92,2024-04-21,2024-04-29,medium
CL-0000246,P-000930,homeowners,2025-11-01,hail,closed,0.0,1324.46,2025-11-01,2025-11-06,low
CL-0000247,P-000931,homeowners,2025-12-11,hail,closed,0.0,2291.37,2025-12-11,2025-12-31,low
CL-0000248,P-000931,homeowners,2024-09-01,hail,closed,0.0,3143.13,2024-09-01,2024-09-07,low
CL-0000249,P-000943,auto,2025-10-11,collision,closed,0.0,1482.7,2025-10-11,2025-10-25,low
CL-0000250,P-000947,homeowners,2025-12-07,hail,closed,0.0,2468.93,2025-12-07,2025-12-21,low
CL-0000251,P-000952,homeowners,2025-10-23,water_damage,closed,0.0,10284.56,2025-10-23,2025-11-10,low
CL-0000252,P-000959,homeowners,2025-09-26,hail,open,10760.89,12679.79,2025-09-26,,medium
CL-0000253,P-000959,homeowners,2025-04-07,water_damage,closed,0.0,2460.95,2025-04-07,2025-04-09,low
CL-0000254,P-000969,auto,2025-05-17,collision,closed,0.0,392.68,2025-05-17,2025-05-25,low
CL-0000255,P-000969,auto,2025-12-07,collision,closed,0.0,3995.81,2025-12-07,2025-12-22,medium
CL-0000256,P-000969,auto,2025-08-23,collision,closed,0.0,1501.49,2025-08-23,2025-09-08,high
CL-0000257,P-000971,homeowners,2024-10-08,fire,closed,0.0,1804.28,2024-10-08,2024-10-14,low
CL-0000258,P-000974,auto,2024-08-26,collision,closed,0.0,366.57,2024-08-26,2024-09-13,medium
CL-0000259,P-000975,auto,2025-09-05,comprehensive,closed,0.0,1616.74,2025-09-05,2025-10-09,medium
CL-0000260,P-000979,auto,2026-08-17,collision,closed,0.0,833.67,2026-08-17,2026-08-27,low
CL-0000261,P-000982,auto,2024-03-28,collision,closed,0.0,736.71,2024-03-28,2024-04-10,low
CL-0000262,P-000985,auto,2024-11-28,collision,closed,0.0,1710.91,2024-11-28,2024-12-09,medium
